,boro_cd,shape_area,shape_leng,geometry,CD_code,420-c Tax Exemption (properties),420-c Tax Exemption (units),421-a Tax Exemption (properties),421-a Tax Exemption (units),Born in New York State,Car-free commute (% of commuters),Change in collected rent (2019-2020),Disabled population,Eligible to expire from housing programs between 2022 and 2027 (properties),Eligible to expire from housing programs between 2022 and 2027 (units),Eligible to expire from housing programs between 2028 and 2037 (properties),Eligible to expire from housing programs between 2028 and 2037 (units),Eligible to expire from housing programs in 2038 and later (properties),Eligible to expire from housing programs in 2038 and later (units),FHA/VA-backed home purchase loans (% of home purchase loans),Foreign-born population,HUD Financing or Insurance (properties),HUD Financing or Insurance (units),HUD Project-based Rental Assistance Program (properties),HUD Project-based Rental Assistance Program (units),Higher-cost home purchase loans (% of home purchase loans),Higher-cost refinance loans (% of refinance loans),"Home purchase loan rate (per 1,000 properties)",Home purchase loans in LMI tracts (% of home purchase loans),Home purchase loans to LMI borrowers (% of home purchase loans),Homeownership rate,Households with children under 18 years old,"Housing choice vouchers (% of occupied, privately owned rental units)",Housing units,Income diversity ratio,"Index of housing price appreciation, 1 family building","Index of housing price appreciation, 2-4 family building","Index of housing price appreciation, 5+ family building","Index of housing price appreciation, all property types","Index of housing price appreciation, condominium",Labor force participation rate,Low Income Housing Tax Credit (properties),Low Income Housing Tax Credit (units),Mean travel time to work (minutes),Median household income (2021$),"Median household income, homeowners (2021$)","Median household income, renters (2021$)","Median rent, 2- and 3-bedrooms (2021$)","Median rent, all (2021$)","Median rent, recent movers (2021$)","Median rent, studios and 1-bedrooms (2021$)","Median sales price per unit, 1 family building (2021$)","Median sales price per unit, 2-4 family building (2021$)","Median sales price per unit, 5+ family building (2021$)","Median sales price per unit, condominium (2021$)",Mitchell-Lama (properties),Mitchell-Lama (units),Moderately rent-burdened households,"Moderately rent-burdened households, low income","Moderately rent-burdened households, moderate income",NYC Housing Production Programs and Zoning Incentives or Requirements (properties),"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","Notices of foreclosure, all residential properties","Notices of foreclosure, initial, 1-4 family and condo properties","Notices of foreclosure, repeat, 1-4 family and condo properties",Percent Asian,Percent Black,Percent Hispanic,Percent white,Population,Population aged 25+ without a high school diploma,Population aged 65+,"Population density (1,000 persons per square mile)",Poverty rate,"Poverty rate, population aged 65+","Poverty rate, population under 18 years old","Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","Pre-foreclosure notices, 1-4 family and condo properties","Properties entering REO, 1-4 family",Public Housing (properties),Public Housing (units),Public housing (% of rental units),Racial diversity index,"Refinance loan rate (per 1,000 properties)",Rental units affordable at  30% AMI (% of recently available units),Rental units affordable at  80% AMI (% of recently available units),Rental units affordable at 120% AMI (% of recently available units),Rental vacancy rate,"Sales volume, 1 family building","Sales volume, 2-4 family building","Sales volume, 5+ family building","Sales volume, all property types","Sales volume, condominium","Serious crime rate (per 1,000 residents)","Serious crime rate, property (per 1,000 residents)","Serious crime rate, violent (per 1,000 residents)","Serious housing code violations (per 1,000 privately owned rental units)",Severe crowding rate (% of renter households),Severely rent-burdened households,"Severely rent-burdened households, low income","Severely rent-burdened households, moderate income",Single-person households,"Students performing at grade level in English language arts, 4th grade","Students performing at grade level in math, 4th grade","Total housing code violations (per 1,000 privately owned rental units)",Total number of subsidized properties (properties),Unemployment rate,Units authorized by new residential building permits,Units issued new certificates of occupancy
0,404,65739662.358,37018.3738576,"MULTIPOLYGON (((-73.8475082034414 40.739007807040075, -73.84801295264873 40.73876334447134, -73.84859447894378 40.738501171062474, -73.84956453785416 40.73810609239598, -73.84995440284413 40.73796030435434, -73.85079216460862 40.737681756021615, -73.85087606336612 40.737653859934255, -73.85130352672203 40.73751172754264, -73.85187067482495 40.73734292918606, -73.85244443475906 40.73720231298189, -73.85340136545196 40.73700275777653, -73.85415418099689 40.73687781334131, -73.85505083413389 40.736720221623166, -73.85567427717288 40.7365866581536, -73.85628567644966 40.73642604200211, -73.85661541096455 40.73633083668258, -73.85801767671622 40.73590708352735, -73.85862016383861 40.73573990710281, -73.85872465829331 40.73570864419651, -73.85930876830142 40.73553612834729, -73.85985925612002 40.73536838618812, -73.86040989161373 40.73520126025192, -73.8608717262406 40.73506108568478, -73.86162341867559 40.7348299731497, -73.86181828281356 40.73477006020511, -73.86271376356686 40.73451505365519, -73.86447086311264 40.734007274427945, -73.86491748978455 40.73386651004676, -73.8652477262991 40.73376224872928, -73.86581270615748 40.73358386247833, -73.86682801198005 40.73324578029573, -73.86792586488245 40.73287256924824, -73.86810582281171 40.732826254515366, -73.86827761517472 40.732767071649356, -73.86831806762602 40.7327536202887, -73.86835853307497 40.732740158542036, -73.86845203473966 40.7327133755147, -73.86860949229417 40.732653176145035, -73.86904838665129 40.73251391794022, -73.86932050856946 40.73242754322781, -73.87086492771883 40.731945598896445, -73.87112231381228 40.73187152900889, -73.87128940485768 40.73181626187191, -73.87134309769056 40.73179935711382, -73.87149800706483 40.73175058665379, -73.87192058402572 40.731613928787155, -73.87315527206962 40.73124396981524, -73.8739739307465 40.73100325864127, -73.87479414179867 40.730759026780014, -73.8750915415561 40.73067136321965, -73.87538647267911 40.73059067287018, -73.87628302360571 40.73031309391898, -73.87699724188401 40.730048353140084, -73.87789402726348 40.72971593038762, -73.8783662923012 40.72951588663189, -73.87865874826355 40.729399676984066, -73.87969354088598 40.729010158916076, -73.88008877489199 40.728906274214204, -73.88049068212484 40.72881654204629, -73.88088484652327 40.728743730217765, -73.88089793649154 40.72874131193965, -73.88130917687704 40.72868082652123, -73.88172301765108 40.72863525402973, -73.88208519865985 40.72861037535027, -73.88297543383432 40.72854095078402, -73.88353321141837 40.72849744805761, -73.88409051696817 40.72844941172853, -73.88416095381325 40.72844351111914, -73.88461414612651 40.72840300669005, -73.8850919561427 40.7283602924179, -73.8855933098002 40.72827443997505, -73.88561197887705 40.72834217769557, -73.88565031539032 40.72849638226759, -73.88569995617874 40.7287269714786, -73.88628884601466 40.73060170311697, -73.88679472956203 40.7319225785439, -73.88710945094996 40.732744293338506, -73.88770199270428 40.734291322758615, -73.88823587820687 40.73544116088811, -73.8883831716343 40.735758382308724, -73.88876078772483 40.73653636379412, -73.88967163475104 40.73831513999446, -73.89005151424372 40.73897360369718, -73.89013366873242 40.739144463468364, -73.89015983787404 40.739198879089166, -73.890177442278 40.73923493384192, -73.89025427973442 40.73939225415237, -73.89050358299947 40.73990275097769, -73.89088670316742 40.7406872451642, -73.89127017953258 40.74142824878962, -73.89168988619014 40.74214484470141, -73.89217865751209 40.74287277803941, -73.89344313884821 40.74495795463981, -73.89444688750346 40.74653527081285, -73.89416507461814 40.746563230002145, -73.89358818947528 40.746620460536384, -73.89232090526336 40.74675274743111, -73.89175048792613 40.74681172713414, -73.89143128620483 40.746844736452175, -73.89050129214401 40.74694193921226, -73.88957128360839 40.74703905370291, -73.88867766206656 40.74713427734849, -73.88778326883971 40.74722892623372, -73.88764663725344 40.74724483937556, -73.88671656253132 40.747341462519316, -73.8857874052002 40.74743975399176, -73.88485538533254 40.747534811567206, -73.8839357946289 40.747630242015255, -73.88299918288799 40.74773440242371, -73.88256876956024 40.74777784590974, -73.88207112127155 40.74782992681798, -73.88113747601093 40.747927293495266, -73.88020648025613 40.74802497969253, -73.87983894920066 40.74806172453981, -73.87927779959739 40.74812409247246, -73.87845779335424 40.74821481086833, -73.87834312554384 40.7482226600425, -73.87741612492385 40.74831937334493, -73.87692458255374 40.74836898861503, -73.87647953043887 40.74841640211003, -73.87625180213054 40.7484388501133, -73.87555643147171 40.74851360855161, -73.87543236162973 40.74852735952149, -73.87462946351044 40.748613927918804, -73.87398293746284 40.74868566847129, -73.87370098283743 40.7487173189776, -73.87330310096111 40.74875812463864, -73.87277356856244 40.748812957985095, -73.87237256353667 40.74885155133125, -73.87184095898117 40.748905576649186, -73.87135648544827 40.74895695080111, -73.87037881278428 40.749064078059185, -73.86942458603255 40.74915685101746, -73.86845757659223 40.74926382094047, -73.86751412923923 40.74937570748259, -73.86655661117896 40.749464149150164, -73.86418475868956 40.74971958819335, -73.86272633912415 40.74986793792957, -73.86175071446834 40.74996759125576, -73.8611170766244 40.75002422836638, -73.85876324974912 40.75071697180486, -73.85583495566055 40.75157727245894, -73.85455552256398 40.75196191853154, -73.85260432584019 40.75254196654902, -73.85220450565967 40.75266068186018, -73.85212221099154 40.752685519396024, -73.85203991625944 40.75271035804566, -73.85189746260717 40.752752859666465, -73.850498913962 40.75012069875745, -73.85063373040735 40.750081340961124, -73.85074906426784 40.750038491811374, -73.85086439710034 40.74999564187465, -73.85131105046369 40.74984337615067, -73.85442575253661 40.74885172688454, -73.85436928066457 40.74873893019099, -73.85405453298719 40.74815831694793, -73.85382450711339 40.747854040085144, -73.85378286971768 40.74780299136528, -73.85360568293821 40.74749682859206, -73.85325493196397 40.74682354946339, -73.852923535223 40.74618194752563, -73.85257733836387 40.74550564731513, -73.85224097428429 40.744840965676104, -73.85189537477693 40.74417973823589, -73.85155107334921 40.74350722711107, -73.85135102765008 40.74311905795572, -73.85120929088374 40.742844021220805, -73.85099327324653 40.742422542911335, -73.85086917534346 40.7421804113246, -73.85051160873209 40.74151885704272, -73.85020444556638 40.74090203375184, -73.85011556636418 40.74072356279843, -73.84996426022717 40.740701772278435, -73.84984431271326 40.74066554982846, -73.84965207309175 40.740614663785, -73.84935305077006 40.74052324981376, -73.84892344909882 40.74039191481257, -73.84795885983624 40.74009701638358, -73.84780164620524 40.740049676962194, -73.84757980718035 40.73972135443844, -73.84777844217429 40.73934483524634, -73.84775740109694 40.739299088583614, -73.84767033739114 40.73919523545068, -73.84755579786183 40.73906391524296, -73.8475082034414 40.739007807040075)))",404,,,,,30.9,79.9,,5.4,,,,,,,0.5,65.1,,,,,2.6,4.5,12.4,74.4,13.6,23.6,39.5,1.6,48372.0,3.6,341.2,336.5,269.4,344.6,422.2,69.1,,,44.1,70560.0,88410.0,65260.0,1770.0,1710.0,1750.0,1360.0,861680.0,457110.0,260630.0,503650.0,,,26.1,34.6,10.5,,2.8,35.0,13.0,20.0,35.3,3.7,53.5,5.3,156074.0,24.7,12.1,43.3,10.2,15.2,14.6,26.3,311.0,,,,,0.58,8.5,3.2,61.1,99.3,1.3,39.0,142.0,14.0,265.0,70.0,7.5,4.3,3.3,36.8,11.3,33.3,43.4,0.2,19.1,44.3,46.3,128.1,,3.55,174.0,344.0
1,304,56662612.9747,37007.8067266,"MULTIPOLYGON (((-73.89646625062986 40.68233642197275, -73.89652633301493 40.682002918415805, -73.8965815876399 40.681574718433126, -73.89663536766744 40.68155649534342, -73.89674965951124 40.68149202606204, -73.89686937820316 40.68088144903095, -73.89689908124667 40.680815602729254, -73.8969591384715 40.68069958182828, -73.89702781537116 40.68058636642863, -73.89710488697706 40.680476327324804, -73.89719010083057 40.680369824906805, -73.89728317781028 40.680267207979846, -73.89738381304649 40.68016881262229, -73.89743756214484 40.680120691544246, -73.8974931207387 40.680073776727426, -73.89767194175784 40.67996885493709, -73.89786299939698 40.679875011118305, -73.8980644469557 40.67979343117885, -73.89827418950102 40.67972504349414, -73.89848997806052 40.679670508774855, -73.89870944753935 40.679630170682486, -73.8988992828747 40.6795609349016, -73.89969830320453 40.679544091694794, -73.89974550607519 40.679507960066914, -73.90024537705516 40.67942279101147, -73.9004700109828 40.679535244065306, -73.90075236020482 40.679676643509296, -73.90262262346396 40.68066450341877, -73.90352584558357 40.67973924251461, -73.90404639808888 40.67922059801919, -73.90456891332471 40.67951553702158, -73.90478936068001 40.679650456871045, -73.90541416610561 40.67999264338118, -73.90549303545258 40.680037158160474, -73.90554836824927 40.680071602236936, -73.90565934202655 40.680140691427894, -73.90628287126724 40.68050675607488, -73.90671941184515 40.680767421942626, -73.90701820283938 40.68094827979047, -73.90777158791644 40.68137784657405, -73.90851642314055 40.681803943825116, -73.90886025553432 40.68199403646547, -73.90905527028094 40.68210557474534, -73.90927462948558 40.682234323583046, -73.9100246099535 40.682657371089896, -73.91076954423528 40.68309270127233, -73.91151192885401 40.68350499008791, -73.91227301214865 40.68393496519203, -73.91303721372338 40.68436780968268, -73.91330728110879 40.684520857821624, -73.91379700171056 40.68479987178354, -73.91453972421824 40.685226918480055, -73.91470083380548 40.68531694524048, -73.91528963516097 40.685645536995295, -73.91550033954006 40.685761524027924, -73.91604599329078 40.686072069470654, -73.9166103203224 40.686391352691736, -73.91679832884886 40.68649719987188, -73.91755226133577 40.68693022304983, -73.91768113918742 40.68700409480141, -73.91804606958485 40.687213247770956, -73.91829345766617 40.68735666781483, -73.91878323293736 40.6876260884438, -73.91906109224908 40.687784368759345, -73.91980961940617 40.68821124141199, -73.92055013143238 40.6886409221165, -73.92096103866248 40.68887205183751, -73.92121369884177 40.68901947711502, -73.92130587808545 40.68907164359788, -73.92207133797021 40.689489841300805, -73.92280702359515 40.689923925344615, -73.92316966710699 40.69012340599077, -73.92364379835564 40.690398837581746, -73.92429213267955 40.690773357356605, -73.92439183303607 40.69083174927702, -73.92534903613239 40.69136694183802, -73.92556064056262 40.69149084000262, -73.92631612531525 40.69192845396806, -73.92644992067298 40.69200176882827, -73.92707069395497 40.69234622359335, -73.92750685270927 40.69260381145626, -73.92781120671985 40.69277420865355, -73.92804330687132 40.692904172369985, -73.92850659671787 40.69316572635916, -73.9286426904778 40.693241012551475, -73.92882834234968 40.69335009925416, -73.92882897825427 40.693350474071224, -73.92970192402746 40.69386339761175, -73.93051146662931 40.69431652304896, -73.9311451648234 40.6946739753662, -73.93121199820598 40.694712769781866, -73.93147184545109 40.694860902425184, -73.93177404621468 40.69502821534673, -73.9319288999603 40.69511465753105, -73.93236605675587 40.695358377296536, -73.93311862793111 40.69579115384596, -73.93382817155928 40.6961842773079, -73.93413397294013 40.696358431403574, -73.93448784758976 40.69656026847838, -73.93457999442563 40.69661282447087, -73.93460675112358 40.69662808583925, -73.93468892659646 40.69667495438757, -73.9347969968416 40.6967365923545, -73.93522264436677 40.69698654513176, -73.93600679221876 40.69740539625033, -73.93638762625119 40.697615301507305, -73.93675979026746 40.697831188830534, -73.93739064765448 40.698185795399866, -73.93777354568354 40.698404693049916, -73.93817718552788 40.69864022329196, -73.93856854848663 40.69884813605236, -73.93890152808679 40.69903697048567, -73.9396899520913 40.69945579144136, -73.94041991450925 40.699873774767646, -73.94046308535975 40.69989788954055, -73.94114917214166 40.70028112749204, -73.94193078816194 40.70072523469552, -73.94042057874316 40.701076598294954, -73.94020563904944 40.70112430564653, -73.94001711989898 40.701166148172085, -73.93982495738383 40.701208798645844, -73.9395100827194 40.701279781248125, -73.93886864126102 40.70142767298135, -73.938365196089 40.701544889845835, -73.93827139529674 40.70156964232269, -73.93811592476665 40.70161066834987, -73.93765493353419 40.70173231239842, -73.93752896029672 40.70176555353742, -73.93737897862363 40.70180513109674, -73.93729063450654 40.701828444338055, -73.93698074060913 40.701910277659564, -73.9353365296369 40.7023148258386, -73.93395092972543 40.7026745926979, -73.93352262665606 40.70284898237575, -73.9326978492492 40.70317039122259, -73.9317287171702 40.70354599112387, -73.93115533924303 40.70377233487021, -73.93023688921348 40.704131132092506, -73.92979994234433 40.70430452999444, -73.9287377313106 40.70471695076374, -73.92810932203481 40.70496393969795, -73.92664808446342 40.70552922450185, -73.92608930093012 40.70567970116224, -73.92596183939116 40.705809783174075, -73.92513762220635 40.706538904780004, -73.92490706712074 40.7067443945278, -73.92416905009897 40.707394449627074, -73.9238514837559 40.70767629806331, -73.923062441265 40.708368969165875, -73.92286218864365 40.708545498028, -73.92233696952044 40.709006260416494, -73.9218918463265 40.709396096710414, -73.9214347597289 40.70912876570627, -73.92070065918877 40.70869463012398, -73.91995952930856 40.70825728852368, -73.91956473351377 40.70802397839734, -73.91922162603291 40.70781513434495, -73.91884342572222 40.70759799840188, -73.91847670867107 40.70738156273648, -73.91810299645118 40.70715996945817, -73.91808167605751 40.70714733011075, -73.91773662905575 40.70694273892945, -73.91736520321216 40.70672246900836, -73.91699506801969 40.70650296457812, -73.91664948112542 40.70629938812447, -73.91660892379083 40.70627549467007, -73.91625252031217 40.70606554297958, -73.91589738629794 40.7058548171301, -73.91551250506066 40.70562644465353, -73.91477063847638 40.70518943777516, -73.9140309747051 40.704749113035085, -73.91329162431975 40.70431263854717, -73.91254913908388 40.70387341983645, -73.91180710069435 40.703434952026655, -73.91290404121959 40.70236189129669, -73.91216169738037 40.70192316410256, -73.91142242657371 40.70148658801674, -73.91067882737353 40.70104596956672, -73.91180820104486 40.69993800262188, -73.91103489578799 40.6995321139707, -73.90953273138557 40.69867510512549, -73.90877366102967 40.698255226694435, -73.90802249245661 40.69782540913743, -73.90756985226552 40.6975717504737, -73.9072745239221 40.697399189723406, -73.9068458346055 40.697163549311675, -73.90652350712224 40.69697614361711, -73.90611626003222 40.69675055713149, -73.90576536020424 40.69654855512534, -73.90540127730378 40.696350305883506, -73.90500484768364 40.69611874628333, -73.90466384753685 40.69593224652759, -73.90426018345657 40.69570037144267, -73.90480435382058 40.69514816958471, -73.90491424259831 40.69507357133092, -73.90579597009209 40.69412715551361, -73.90504295295504 40.69370400676022, -73.90428792710972 40.69327806874719, -73.90386600541092 40.69303571222947, -73.90354057071892 40.692848781795945, -73.90278824707006 40.69241833920609, -73.90207277364983 40.69199923130421, -73.90176096608872 40.69180731089196, -73.90155390238843 40.69167985893352, -73.90143958673724 40.69161210576583, -73.9013984066204 40.691589992037805, -73.90188776254891 40.69107772007329, -73.9004246511309 40.68818389887686, -73.90116155060393 40.687877935355594, -73.89652644236399 40.682403299241614, -73.89646625062986 40.68233642197275)))",304,,,,,35.7,89.3,,6.4,,,,,,,0.1,27.0,,,,,1.2,0.7,16.5,1.2,1.7,22.8,8.7,1.9,111154.0,6.3,,486.0,432.4,303.7,297.4,73.1,,,27.5,126360.0,171950.0,111530.0,2210.0,2110.0,2890.0,2240.0,2545000.0,2167340.0,564820.0,2206740.0,,,21.8,28.4,38.0,,2.7,34.0,16.0,14.0,15.8,4.6,17.4,58.6,167290.0,6.9,16.4,54.3,11.1,24.2,9.4,11.2,126.0,,,,,0.6,13.6,6.5,23.3,43.5,6.8,1.0,2.0,12.0,606.0,591.0,24.0,18.9,5.1,25.0,3.6,19.5,45.6,18.5,57.6,68.6,62.0,96.8,,2.64,2304.0,710.0
2,303,79461502.7281,36213.6713934,"MULTIPOLYGON (((-73.91804606958485 40.687213247770956, -73.91799890633425 40.686965779610404, -73.91791548411955 40.686565936301854, -73.91789200318269 40.68644915917849, -73.91784937476159 40.6862331679145, -73.9178353117744 40.68616366960053, -73.91778426812648 40.68591141211646, -73.91776547588543 40.68581854081241, -73.91770109386951 40.685500358664655, -73.91765638722461 40.68527188366814, -73.91764776508694 40.685227822757845, -73.91763742515002 40.685174976305916, -73.9176263055923 40.68511814934073, -73.91755763291395 40.68476719192121, -73.91741294270068 40.68403405152247, -73.91726632656643 40.68330322455326, -73.91712138528143 40.682568471686565, -73.91697632824899 40.681834159418, -73.91683011417055 40.681100981229555, -73.91676207442167 40.680755599940895, -73.91668638370811 40.680371378789516, -73.91653998655795 40.679637497352516, -73.91639300075401 40.67890584888104, -73.91630119861492 40.67857711243408, -73.9163549218404 40.677823536687434, -73.9164574753002 40.67672602823279, -73.91646486032333 40.67664704004654, -73.91739586915747 40.67669358401786, -73.91830550321117 40.67675318132702, -73.91923562314005 40.67681320045631, -73.92012233307223 40.676856899742035, -73.92094539940011 40.67688783362493, -73.92182361015792 40.67693835847297, -73.92268540323381 40.676984280015, -73.92282185056462 40.67699155035537, -73.9237887342265 40.67704607263291, -73.92478283596881 40.67710114469006, -73.92505697115352 40.677116227684564, -73.92512050695326 40.67711972699221, -73.92660419496477 40.67720137829409, -73.92702683745478 40.67722335822076, -73.9271490150459 40.67722971240792, -73.92753991307463 40.677250049346874, -73.927722291609 40.67726030384526, -73.92784239871945 40.67726705236606, -73.92822613923957 40.677288687860646, -73.92993007769546 40.677390002034706, -73.93007091825856 40.67739837196808, -73.9303176269034 40.67741303826245, -73.93105876159602 40.677453341593434, -73.93115581843988 40.67745862305585, -73.93267552517389 40.67754124354033, -73.93278068349821 40.67754696092873, -73.93308084220547 40.6775632812163, -73.93585837080063 40.67771460161765, -73.9360224075648 40.677723580461056, -73.93610313061211 40.67772800214836, -73.93696583618889 40.677775250083684, -73.9371448242304 40.67778505573249, -73.93791077013717 40.67782519344457, -73.93862492497574 40.677862569582636, -73.93983518264363 40.67792390342916, -73.94057204212176 40.67797019551174, -73.94137663796481 40.67800823081451, -73.94173858860412 40.67802797453021, -73.94183266714782 40.6780331010679, -73.94318950752405 40.67810708093749, -73.94415120120405 40.67815635878213, -73.9469189146633 40.67832058176029, -73.94734330761285 40.67834727170357, -73.94776792886155 40.67837176840024, -73.94819276000916 40.67839407060422, -73.94861778026603 40.67841417789939, -73.94869725160616 40.6784171310243, -73.94967567387627 40.67845668168288, -73.95206345258673 40.67858633071841, -73.95298672714047 40.67872199549222, -73.95412766155528 40.67895797685639, -73.95433162006519 40.67900086600907, -73.95529361599387 40.67920315104397, -73.95595862371395 40.67934624664801, -73.95829216807752 40.67983113399742, -73.95826930306914 40.6799068951275, -73.95824570369483 40.67998510490549, -73.95839571582435 40.680797792257614, -73.95858566682551 40.68174248271471, -73.95884062019942 40.68301805301651, -73.9589832794176 40.683749915653614, -73.9591320677473 40.68448514870078, -73.95927598679731 40.68521670504717, -73.95942259332357 40.68595030643266, -73.95956770121369 40.68668255542473, -73.9597137475643 40.68741563459353, -73.95985939425704 40.68814745121728, -73.96000519802637 40.68888103371825, -73.96009714565346 40.68934521009751, -73.96014678019974 40.68960877684167, -73.96017256138647 40.689729862063814, -73.96018691924272 40.6898034564914, -73.96022304539696 40.68998862788638, -73.96023740336464 40.69006222230528, -73.96029281668113 40.69034624991546, -73.96073858295301 40.69242390530226, -73.96109264168119 40.69401050418677, -73.96158556117244 40.69620748840591, -73.9617499483519 40.69684616890559, -73.96194070436869 40.69791168223717, -73.96189837824244 40.698188332531544, -73.96105100700007 40.69832607881912, -73.96019688857469 40.69846272743864, -73.95885874627407 40.69867732641625, -73.95795938220982 40.698820003215864, -73.95701993123406 40.6989739143496, -73.95607456184567 40.69909000196733, -73.95518370820925 40.69919290241273, -73.9542905331819 40.699295354276416, -73.95337000736592 40.69940454065294, -73.95254800111871 40.69949477714093, -73.95195162244978 40.6995628810171, -73.95177257901098 40.69958479492673, -73.9515373886443 40.69961357884519, -73.95137278582129 40.69963372460105, -73.95101112102586 40.699677985896656, -73.95009094649413 40.69979059323748, -73.9497937928258 40.69982331492585, -73.9481322539084 40.70000627331895, -73.94724808705928 40.70010490924648, -73.94712762146762 40.70012281088417, -73.9463155753173 40.700214952761854, -73.94461766111529 40.70040530041987, -73.9443878859649 40.700424523782615, -73.94372352756848 40.70050583573017, -73.94193078816194 40.70072523469552, -73.94114917214166 40.70028112749204, -73.94046308535975 40.69989788954055, -73.94041991450925 40.699873774767646, -73.9396899520913 40.69945579144136, -73.93890152808679 40.69903697048567, -73.93856854848663 40.69884813605236, -73.93817718552788 40.69864022329196, -73.93777354568354 40.698404693049916, -73.93739064765448 40.698185795399866, -73.93675979026746 40.697831188830534, -73.93638762625119 40.697615301507305, -73.93600679221876 40.69740539625033, -73.93522264436677 40.69698654513176, -73.9347969968416 40.6967365923545, -73.93468892659646 40.69667495438757, -73.93460675112358 40.69662808583925, -73.93457999442563 40.69661282447087, -73.93448784758976 40.69656026847838, -73.93413397294013 40.696358431403574, -73.93382817155928 40.6961842773079, -73.93311862793111 40.69579115384596, -73.93236605675587 40.695358377296536, -73.9319288999603 40.69511465753105, -73.93177404621468 40.69502821534673, -73.93147184545109 40.694860902425184, -73.93121199820598 40.694712769781866, -73.9311451648234 40.6946739753662, -73.93051146662931 40.69431652304896, -73.92970192402746 40.69386339761175, -73.92882897825427 40.693350474071224, -73.92882834234968 40.69335009925416, -73.9286426904778 40.693241012551475, -73.92850659671787 40.69316572635916, -73.92804330687132 40.692904172369985, -73.92781120671985 40.69277420865355, -73.92750685270927 40.69260381145626, -73.92707069395497 40.69234622359335, -73.92644992067298 40.69200176882827, -73.92631612531525 40.69192845396806, -73.92556064056262 40.69149084000262, -73.92534903613239 40.69136694183802, -73.92439183303607 40.69083174927702, -73.92429213267955 40.690773357356605, -73.92364379835564 40.690398837581746, -73.92316966710699 40.69012340599077, -73.92280702359515 40.689923925344615, -73.92207133797021 40.689489841300805, -73.92130587808545 40.68907164359788, -73.92121369884177 40.68901947711502, -73.92096103866248 40.68887205183751, -73.92055013143238 40.6886409221165, -73.91980961940617 40.68821124141199, -73.91906109224908 40.687784368759345, -73.91878323293736 40.6876260884438, -73.91829345766617 40.68735666781483, -73.91804606958485 40.687213247770956)))",303,,,,,35.6,92.8,,7.1,,,,,,,0.0,35.7,,,,,1.3,0.6,16.9,47.6,3.7,10.8,12.3,2.3,83942.0,10.4,,220.7,775.3,425.0,369.7,56.6,,,30.1,43400.0,100520.0,38940.0,1060.0,1100.0,2630.0,1260.0,8038850.0,958880.0,499140.0,1596210.0,,,27.9,31.5,42.1,,0.9,5.0,3.0,1.0,32.8,7.6,25.4,30.3,167128.0,28.8,22.2,95.8,24.0,30.8,35.7,9.7,45.0,,,,,0.73,8.6,7.2,23.7,55.3,2.9,3.0,3.0,37.0,506.0,463.0,14.8,10.2,4.6,46.6,3.8,23.8,35.9,5.1,49.9,63.8,61.6,179.7,,5.24,135.0,413.0
